,大理,德宏,昆明,曲靖,玉溪,保山,昭通,丽江,普洱,临沧,楚雄,红河,思茅,文山,西双版纳,镇雄,吉林,长春,白城,松原,四平,辽源,通化,白山,延吉,乐山,内江,南充,宜宾,巴中,广元,广安,彭州,德阳,成都,攀枝花,泸州,眉山,绵阳,自贡,西昌,资阳,达州,遂宁,雅安,都江堰,广汉,江油,亳州,六安,合肥,安庆,宣城,宿州,池州,淮北,淮南,滁州,芜湖,蚌埠,阜阳,马鞍山,铜陵,黄山,东营,临沂,威海,寿光,平度,广饶,德州,日照,曲阜,枣庄,沂水,泰安,济南,济宁,淄博,滨州,潍坊,烟台,章丘,聊城,莱芜,菏泽,诸城,邹城,昌邑,高密,莒南,莱西,莱阳,莱州,龙口,青州,荣成,微山,文登,新泰,郓城,招远,青岛,临汾,介休,吕梁,大同,太原,孝义,忻州,晋中,晋城,朔州,灵石,运城,河津,长治,阳泉,东莞,中山,佛山,广州,惠州,揭阳,梅州,汕头,汕尾,江门,河源,深圳,清远,湛江,潮州,珠海,肇庆,茂名,阳江,云浮,韶关,台山,信宜,兴宁,普宁,罗定,恩平,南京,南通,吴江,太仓,如东,宜兴,宿迁,常州,常熟,张家港,徐州,扬州,无锡,昆山,江阴,沭阳,丹阳,溧阳,邳州,如皋,泰州,淮安,盐城,苏州,连云港,镇江,靖江,上饶,九江,南昌,吉安,宜春,抚州,新余,景德镇,鹰潭,萍乡,赣州,高安,婺源,任丘,保定,唐山,定州,廊坊,张家口,承德,沧州,河间,涿州,石家庄,秦皇岛,衡水,迁安,邢台,邯郸,高碑店,抚宁,南宫,平泉,武安,三门峡,信阳,南阳,周口,商丘,安阳,巩义,平顶山,开封,新乡,新密,洛阳,济源,漯河,濮阳,焦作,许昌,郑州,驻马店,鹤壁,潢川,辉县,偃师,永城,禹州,长垣,上虞,临海,丽水,义乌,台州,嘉兴,宁波,宁海,慈溪,杭州,永康,海宁,温州,湖州,绍兴,舟山,苍南,衢州,诸暨,象山,东阳,建德,乐清,临安,平湖,平阳,浦江,瑞安,嵊州,天台,桐庐,桐乡,温岭,余姚,金华,万宁,三亚,东方,儋州,文昌,五指山,海口,琼海,十堰,咸宁,孝感,宜昌,恩施,武汉,武穴,潜江,天门,仙桃,荆州,鄂州,荆门,襄阳,随州,黄冈,黄石,娄底,岳阳,常德,张家界,怀化,株洲,永州,浏阳,宁乡,平江,武冈,攸县,湘潭,益阳,衡阳,邵阳,郴州,长沙,兰州,嘉峪关,天水,平凉,庆阳,张掖,金昌,白银,酒泉,定西,陇南,武威,敦煌,临夏,舟曲,厦门,晋江,泉州,漳州,福州,福清,莆田,南平,宁德,三明,安溪,建瓯,龙岩,遵义,都匀,安顺,毕节,贵阳,凯里,六盘水,铜仁,兴义,大连,沈阳,盘锦,营口,葫芦岛,铁岭,朝阳,阜新,锦州,抚顺,辽阳,丹东,本溪,鞍山,海城,瓦房店,庄河,咸阳,安康,宝鸡,延安,榆林,汉中,渭南,铜川,商洛,西安,西宁,格尔木,七台河,佳木斯,哈尔滨,大庆,牡丹江,黑河,伊春,鹤岗,鸡西,绥化,双鸭山,齐齐哈尔,乌兰察布,乌兰浩特,包头,呼伦贝尔,呼和浩特,巴彦淖尔,赤峰,通辽,鄂尔多斯,乌海,锡林浩特,敖汉旗,霍林郭勒,吴忠,固原,中卫,银川,南宁,柳州,桂林,梧州,河池,玉林,百色,贵港,防城港,崇左,北海,来宾,贺州,钦州,乌鲁木齐,伊宁,克拉玛依,哈密,喀什,库尔勒,昌吉,石河子,阿克苏,北屯,博乐,和田,霍尔果斯,奎屯,吐鲁番,拉萨,上海,北京,天津,重庆
大理,30,251.22805784916642,299.5641330337593,381.09788511327906,298.6863859598244,160.70259029171618,416.70460883076663,161.06036806940324,354.33460942849183,230.6689512673295,174.19717115165315,433.5792031306952,354.33460942849183,502.2932435194115,440.8351708601237,525.2102338593236,3140.5485126529584,3056.4942256460827,3019.6301303109094,3108.4872414992255,2951.064979075849,2988.213874123406,2978.5792914819904,3024.5993328943696,3298.3904401178206,579.5199629052078,668.4328400243284,837.6395279329116,578.6452941066727,961.4180428573178,954.1666758210562,847.0844308006965,2227.0564371880214,756.2153289827228,687.5188738908668,203.51852473638604,649.6364246663405,630.5340903599401,802.5339027221085,630.4750078408996,344.09407294075186,682.2464291927586,961.8103332077964,778.5442652593864,581.8030854327328,705.08027567567,736.2154624032819,834.6766725302888,1775.2480307313706,1746.7350915549384,1813.123093649706,1763.0746010321404,1926.4382124407878,1864.2673348831324,1802.2274084455835,1864.9447643484539,1823.2139861609912,1927.2790623619983,1907.6561158162597,1868.8289124278929,1732.2102351377002,1923.811552460918,1838.8702963798323,1859.3693544094547,2200.1210395906687,2049.200664059003,2470.368143876343,2175.881954332654,2262.1919297682907,2158.769040488028,2030.6801553898154,2160.028374723328,1964.7793336165198,1950.5149692562766,2049.200664059003,2007.900566217842,2037.0454462915382,1924.2246829433495,2117.217673091169,2144.5360256478793,2196.454970028721,2414.9344772762884,2069.3842039183082,1940.510201857726,2053.9208051473965,1827.8825514671814,2179.7912279816737,1956.5249225998543,2222.578650891632,2229.2272041033825,2093.300282712889,2312.360666312607,2332.3010396795476,2282.484500629494,2348.9507051357105,2142.410272410856,2482.8240816227003,1933.979091340995,2452.3560882686784,2044.1119626757204,1883.2920503385158,2328.145917077733,2260.8152063964726,1604.2816309720674,1703.1461166941099,1697.069784462748,2039.7169583343275,1809.3449077157056,1704.1523135302618,1864.4495156359383,1807.3300966142428,1650.240312842216,1923.1442392709553,1690.0196316949239,1489.5046863006605,1514.0538699566812,1718.5388555252393,1872.5436593932086,1423.5198789667656,1403.7682028038314,1361.258480303721,1372.2198325366585,1486.6871073974037,1670.700319829557,1631.0452069118974,1706.0816784276392,1590.9114342122875,1371.2376017413571,1499.4716303072494,1468.2247317486149,1337.0973893235278,1166.200122640618,1693.2533394361644,1430.1869444174167,1295.7846964565083,1199.9075081523001,1291.8132847782401,1258.642295118222,1370.1252493600452,1354.5836537924201,1172.1632189357877,1594.5988221255445,1655.9441128246908,1217.0472196524538,1309.722153414067,1962.3303035349127,2150.693681864661,2106.672400745327,2159.1478510329584,2186.8436203112155,2035.1108409520991,1989.2402003124812,2061.82668628231,2129.112878884724,2116.876674328453,1917.1789616563753,2028.628954092516,2084.2725896007487,2143.56484821349,2093.3123727443176,2040.514998653474,2034.0587480547463,2006.0316492829809,1984.1649588343184,2132.592741581658,2076.4616664760806,2043.8863706064897,2127.8666943983662,2104.835224990977,2097.004749486672,2023.079409965776,2094.3826850851674,1802.152644644345,1632.1928444087391,1603.338903604536,1498.3960194301262,1450.7609495369193,1642.0657622124381,1499.7110147712383,1741.0800217609521,1712.1138064854485,1397.0288970121528,1494.7104690804,1552.0857636761643,1805.5129789031178,2097.175135458106,2070.0836192060506,2303.921661988405,2012.8987691804016,2197.7902822491574,2181.414790150951,2382.6020145326456,2122.1712638151985,2081.314445057216,2148.0856504820317,1946.8085652398092,2412.904074981025,2002.6942567656781,2364.1420585581072,1874.619430908364,1847.4535639911744,2129.8981165151754,2393.1488568810546,1958.496999355749,2434.7272696056284,1828.969398536685,1483.859397446335,1550.9746104699047,1471.5279221577523,1676.3308340786257,1795.288266971981,1801.3670370026487,1612.1909503974862,1563.5326761852455,1712.3731400844122,1715.1137368488291,1626.2941221180495,1561.9673048932866,1603.2503235318575,1618.0016366922252,1826.0808285968315,1659.2547712677292,1631.0750891548507,1656.9639589388037,1587.914729366563,1771.2813418253054,1632.9976509295816,1716.6788835872624,1593.6694238353575,1834.7643464687662,1609.074364490592,1764.0584871188425,2105.928349255768,2117.3645849866375,1995.058630876055,2019.1323722043123,2142.4608128497753,2108.425970608185,2175.418149969139,2149.388835474261,2146.0396150115307,2047.1223868520376,2011.2765927426474,2096.6261848515587,2067.7291197471795,2048.973367485395,2079.035911254638,2232.9020287073517,2039.110989933421,1897.3453994388033,2041.391449610764,2193.925791194588,2034.9097167748473,1945.300218064778,2096.4687023127053,2000.9517332722687,2131.4801373022574,2053.220449304639,2003.6043820398309,2062.4800876262548,2095.1607834314023,2106.9284280323736,1989.788790677941,2088.1417147463135,2137.0179205013783,2133.233461027612,1974.8518140305243,1319.3612052370754,1287.6480671983452,1157.6136366470244,1202.3841493269283,1304.2946436827349,1249.4680456259207,1221.2824971150926,1294.9200070970367,1308.0046495257593,1483.9706660851484,1486.9304090493208,1241.5515415867023,1066.5752163082693,1506.3900647318235,1603.676220752577,1372.289917666547,1406.2963183488873,1418.72926327242,1310.5121930161106,1553.647496775964,1336.5970241850073,1378.1257836911175,1468.9539994230945,1553.5699793189199,1561.0838170306054,1212.6998363039936,1358.5265134278804,1215.1107700050723,1104.5140972284385,1016.5887409093748,1325.5881562060179,1162.6851557639543,1380.5359081562526,1277.224426105517,1384.8956827686277,1066.9539800145772,1342.7262729330566,1307.3944441844897,1264.5192159065002,1260.265851081483,1154.6391981185586,1303.1583062094217,1313.560009046838,1232.4172685728913,1608.3840488335554,1148.4439620747087,1283.7453677633662,1346.8701267183903,1502.9866074659901,1468.987744976703,1291.9942291398572,1601.8583242347843,1207.5665318877232,996.4654442134033,1409.8233677516262,1721.2397579398082,1168.8524788862346,1009.4017506920028,1824.9923781619887,1866.9793835010857,1878.1797149804245,1780.1891223782388,1929.1903329325842,1940.3070426260572,1904.9539401678362,1807.608367880229,1951.9792522203254,1763.0726300693377,1826.906136311477,1828.5363384082812,1709.5752217047157,736.0012342117574,754.2586686790837,597.9893000409277,557.6830734054373,670.4486473300952,802.9324880836007,493.33974613948226,941.6565728169252,496.00927309497524,2505.1482547975797,2799.3591406728,2650.6608914721855,2648.4041654183425,2556.9056428235176,2850.530677633118,2591.9569579667696,2698.347106347696,2601.5154991166987,2845.9661214074704,2759.0586947149927,2769.4007718377193,2803.5011182334706,2732.2369152262554,2696.8999282815594,2572.529884136765,2648.4370817499585,1286.19880264452,1180.1567890840804,1203.283222575917,1529.375696240732,1688.08609244623,1077.7689210512387,1349.5700416441234,1347.6481432783587,1329.4024171238273,1301.6488696134302,1254.3017979910778,1330.3029189402064,3552.249542201723,3563.8479286558254,3259.708701292202,3223.146640419649,3392.7871661329737,3617.2918633711806,3525.854555694866,3594.4842789715426,3524.6974712337706,3341.4953471996537,3610.8678207353682,3207.9624711967385,2103.6083192874257,3009.2539081092423,1916.034524143906,3137.034500660277,2019.8541377211598,1828.5115705710675,2535.845757744126,2845.092839488831,1812.7294577496787,1697.4645221213457,2509.8194899100035,2602.930863423473,2832.7445451255862,1507.8772892256534,1311.0800917224246,1423.2929135079999,1559.0056702376737,907.1129716388211,961.7166729177887,1022.7433154941541,1166.3223427703588,820.7186871013599,1086.8039552698478,697.4588754535298,1013.5259268446187,962.1384361686574,835.61437680691,1042.2600337619683,955.9124013803943,1173.3759552736171,973.5392048445035,2350.632238863237,2686.0843625803373,2634.324388845326,2033.680962245523,2761.3763645827535,2235.259749723225,2383.712546962555,2464.871978188469,2551.3668543941794,2674.831787102764,2716.87945060778,2337.417273481442,2760.07259333177,2532.589089851978,2199.814970467106,1031.400587123473,2185.878235189276,2227.0564371880214,2200.2852039294976,781.880408900891
德宏,251.22805784916642,30,461.8863687420091,567.9668288268648,428.95388015694175,125.06953921391167,636.1558954856171,345.34077081317196,331.09300456439064,194.04876862024068,336.0744812201821,530.8891190432353,331.09300456439064,615.4661907074342,381.5027350556308,741.859150647144,3359.337015461487,3274.7076699559857,3233.525069969333,3324.7302836478707,3169.4857470799843,3207.3182755813477,3198.918552177016,3244.9246030318395,3518.8610112101196,796.0221237093552,888.8988191638927,1057.0812861688776,799.8420202723246,1179.4953566824213,1167.2679565694407,1067.9623419312393,2444.066547349396,968.0324309515398,900.272108120138,424.64229138205013,870.7374829799548,844.6825514690081,1014.259938063804,851.0050195189784,561.5897968341391,899.8700545896575,1182.467651696827,997.672923519662,790.308413607854,912.4735390201628,948.1228026531801,1045.2554320670247,1996.134769995638,1963.996590163437,2030.078123000075,1976.2961158871312,2139.792866857224,2084.560174079216,2015.6371332985768,2085.594328703126,2041.9426247352442,2144.5067078882953,2122.500031199193,2087.9183802984844,1952.11910660794,2139.4835175415833,2052.9297850428793,2068.5362226433904,2421.0508814806253,2270.1882836082414,2691.5902604656926,2397.0425909855107,2483.419359852987,2379.811826180841,2250.693178482346,2380.9372816354667,2186.004631193107,2171.566491531,2270.1882836082414,2229.0160243077607,2257.977529720695,2145.44865365614,2338.284849559445,2365.300382292997,2417.6700183839107,2636.1622535719425,2290.399911102841,2161.192970557483,2275.1073127121317,2049.045931798072,2400.951171608093,2177.7511041205084,2443.790608328621,2450.4261129427837,2314.2418441930636,2533.5841896855586,2553.5251676444745,2503.6835609826494,2570.1049562168596,2363.577052987266,2703.971587622066,2155.048343188136,2673.5414960330377,2265.338810603984,2104.4239725365987,2549.3476038089443,2481.8709138616714,1821.5032906157908,1919.0430447501838,1910.2976534776408,2251.390711560461,2024.5074343613626,1919.544530569711,2078.740710023339,2023.2174418284756,1870.0336196254564,2134.7131297943192,1906.19697664215,1708.0435346949891,1730.9841548563327,1937.596046982144,2089.3264959178946,1580.7747129908005,1554.1049282797896,1517.0416327602215,1529.6584521024424,1646.3883924755621,1838.1143945890278,1804.961240775233,1872.108838937086,1749.1014856165773,1521.4443270078793,1666.4219118153114,1620.6887370772458,1500.7148780708433,1285.6952346973198,1861.9837249893048,1578.0835299232785,1450.2440741439896,1328.8491185899086,1428.5944013029589,1410.1789173553618,1547.0026283879583,1499.7371908174623,1311.7688349123216,1766.7234263190608,1820.6576493684163,1365.0883762611993,1452.2556058222406,2178.8024874259695,2365.689307299694,2319.4370610544843,2372.581368702018,2402.5428966747886,2248.9844014147147,2209.3425981146897,2276.9260417477353,2343.3238737805377,2331.7976671248307,2137.8712959638297,2245.4972161836713,2298.283886935885,2356.8736487923125,2308.511620863894,2260.570455909727,2249.897227477041,2220.3512163183086,2204.7336848806676,2348.728253761821,2293.167357033398,2263.0758680924905,2346.207908138695,2318.1236672227615,2317.4015528267087,2239.464519042257,2309.746207431072,2005.7139073464587,1843.0171609323295,1809.5486196191719,1695.3073567796546,1653.0487772683928,1843.7792060378401,1701.6195703533122,1949.1793584083325,1915.243958558978,1598.7019571244398,1681.6877381478287,1757.4192666078084,2012.9869144579968,2315.4259287913483,2287.4063836822265,2522.6290322076397,2230.280442590186,2415.336776973178,2394.3403037425996,2599.2172777864516,2341.5379650943273,2299.919331631467,2364.9643920539347,2164.4393264189844,2632.199395301533,2221.8879512056533,2582.7668354913935,2093.737310071666,2067.1639634376606,2346.927899255944,2612.289778819726,2177.9674064168175,2651.9512738017866,2048.321773061446,1703.0788126053965,1770.7803439931474,1692.7246430452453,1897.3755815158606,2016.4611564626846,2021.566195334769,1832.8867162445113,1784.7514414848722,1933.4799063492387,1935.7901904764815,1847.2828587020533,1782.467605663609,1823.3657966952505,1839.1573612942575,2046.8798230514108,1879.6434971822855,1852.3003893594446,1877.9099914475946,1808.7598873222994,1991.7637540574626,1852.1522867167578,1937.1566032198493,1814.2621179936564,2055.5073290957835,1830.2510855154405,1985.0712495902485,2314.7976732405077,2321.300071509663,2197.691377531575,2225.5139804112623,2345.3833946460422,2319.8749317788706,2383.2472561519544,2355.039262495709,2355.2020218973967,2257.1519605296216,2215.831424837893,2307.3220601853955,2267.746188012325,2261.3072261145003,2288.128486923313,2440.9254930042985,2236.7403379276648,2102.903067403726,2249.3465382816644,2400.15194169266,2241.1356306764205,2152.849573836494,2296.9870596256137,2211.2322268668427,2342.5504320194277,2251.577839898063,2210.7082020627536,2261.4194027647973,2302.2124849886286,2312.1640681041476,2198.4026990302027,2299.311789147016,2338.6554262428263,2341.9661811552155,2180.468033808604,1401.109626791536,1352.851702287993,1226.1977811435402,1287.54624605301,1400.4065691891874,1322.4419686136366,1320.1906090575185,1384.174278595802,1529.1856005942032,1697.1321466613226,1704.173495133312,1460.73637536747,1286.5937229003323,1722.322582754079,1815.7025770860087,1589.024861056306,1623.5638157166425,1634.649146614441,1527.7440850096846,1768.3293401525013,1555.7302810890553,1598.8530207512465,1688.460185467943,1768.4902496244108,1774.9369018181635,1416.5764325608204,1570.8865575693728,1427.6964057035577,1319.2689995588435,1222.1820067324848,1529.139550583052,1355.9371514096483,1585.7700700866055,1484.384836627363,1593.3844006442448,1264.0546635174085,1540.0152766931394,1511.1549235421548,1473.6130250118056,1457.1631147055255,1355.4947831775896,1489.5625007907377,1519.9561868832425,1416.9518285325416,1735.8867906123305,1351.9702896523231,1488.3581561563526,1555.1151259442215,1650.8208737959703,1632.8561780294856,1477.1806085269657,1731.2705064210763,1399.5982275479237,1200.7208579851904,1578.7933690575628,1814.71594498142,1350.0070221580522,1206.6690787775362,2002.1756605041085,2046.8052104048732,2058.7719739683616,1957.3261991628424,2118.348281338674,2127.150413388666,2089.867444048933,2005.102081523172,2144.8700767369087,1953.408853197146,2008.5991570546043,2023.784849601766,1890.8540505437263,948.8465800894254,949.8725606573935,796.5977284077813,771.6598722289656,873.1428934926672,1001.8109324026404,700.7169137226568,1149.9519353803207,670.9352352704974,2726.029342215598,3018.871965130473,2870.4794706104644,2868.3250811696616,2776.0730491394515,3069.6346950555003,2809.829261605806,2916.5097033576258,2820.4279341779,3065.5042209928242,2978.8445343204535,2990.321084126553,3023.2768184693587,2952.0604429191035,2916.79134333974,2793.108588106377,2869.235178040074,1502.1399377035282,1400.2613537830864,1414.6765523888778,1740.8088434579636,1895.4609837108164,1292.8860896009055,1566.6694738960935,1562.6069419882579,1548.5885443464438,1518.084926136319,1418.4366088046909,1408.4250175468421,3770.9342210401155,3781.1684642940127,3476.1994074787376,3437.4930999634685,3612.1011117422377,3827.7837071520657,3741.2032704586563,3811.1420065855527,3743.8063699871673,3557.1194117351356,3828.6898934805026,3420.0097350729257,2312.674843029931,3221.6393824520987,2117.4044410458228,3340.3936808887215,2225.971838059223,2019.4265341789137,2751.301718820015,3061.4901006164073,2016.4131116175809,1888.7345309994855,2718.022933524817,2819.3550287159273,3043.2379468892505,1701.2946626229461,1511.7770677113401,1612.4983186470583,1750.9930284101304,1041.9849687748833,1127.6362588659683,1202.7489293135773,1323.5228749004466,990.6846155554673,1227.808777697291,846.6932158048038,1159.7302540966275,1074.5270578631485,954.153212671339,1156.8166719970725,1111.7501748469972,1343.6201815689233,1093.9575025395523,2405.9075406000456,2705.9352899427977,2682.914004714144,2126.5874606974635,2725.487980643824,2268.3587733528457,2437.7850754620695,2513.2799821403037,2546.7567318354163,2747.6020828497285,2746.5581565687294,2296.405894126659,2777.835288895875,2574.8509366570925,2261.5747232564217,965.6977248318816,2398.4481732721288,2444.066547349396,2418.9448580045855,1003.015786169141
昆明,299.5641330337593,461.8863687420091,30,148.2093413902912,97.06855400496099,400.95541803654436,317.0561522961643,370.9179968646781,327.2333190885299,329.28264436880505,160.87547261211483,207.4852203301142,327.2333190885299,248.60961381858465,410.6256486195436,380.02544754605026,3039.294480805106,2959.9592221742155,2948.1278055863186,3024.3095485824097,2853.4768754632887,2884.9953851355526,2862.719356387629,2908.733822867354,3179.596472089499,557.4800233526893,596.8186986065019,766.3225113035683,496.3388860423391,895.8897524140284,919.736081901523,753.8960019235409,2143.7007741856532,741.2617309977242,674.3697848901697,249.6565892998692,543.4803373626618,616.3248325783128,784.3147185848653,561.7414244663407,369.78828635649296,639.7135804513468,867.5502448701864,714.4864549033812,600.6324232182485,713.7760548313152,722.5714733718206,819.3717425734892,1629.8492478360624,1569.5085958386062,1633.8623866797602,1568.2869618873763,1731.4108883562444,1709.1597550001784,1607.9257708873142,1714.6328889174272,1654.4864540113647,1748.817367411269,1718.315704444525,1702.4396298973015,1573.9516758481168,1737.875101624366,1646.7862247202102,1651.8022728728781,2078.718203259753,1903.8929405246238,2332.348860720573,2047.6421924225995,2126.54280023594,2034.8191877855343,1924.5532512867107,2012.2771960074012,1833.0865279952948,1807.5703887681623,1903.8929405246238,1882.7807306983232,1916.837748505049,1793.1496227754099,1992.8524489515098,2026.8744573517065,2064.553532941527,2279.4186284233447,1946.8556535179466,1826.014855588295,1925.2074618320003,1702.380386165414,2039.0444109830682,1822.572038823157,2090.8167206003745,2090.313987644868,1946.651194610728,2175.4120435576006,2195.350049580481,2151.3918734298577,2219.90207729062,2014.109420054446,2339.9043770475987,1791.676158416815,2311.3866899258173,1911.3658384767014,1758.6375404487653,2196.5897913080667,2115.9725470966027,1526.9272901025824,1632.4819627955699,1640.547509873824,1985.7090633957662,1741.294718026216,1636.3476906613228,1800.2589767111303,1735.2410665718676,1550.8906711146558,1870.9860532596504,1617.9010755422883,1404.464896167255,1440.2188471104666,1625.4554733504801,1794.2289991892876,1158.2823862332455,1136.4023645678085,1095.4224688528438,1106.9790279277013,1222.4688506858183,1410.3611395987577,1374.7290877706218,1445.0285016192768,1326.219891128529,1103.8000732842277,1238.70708774124,1201.5004226127837,1074.4117481579026,897.8841946591009,1433.678163196102,1162.2892106105971,1029.4240350650653,930.4756266824864,1022.352272941198,991.3877691105142,1115.8260005990394,1086.0834463585775,902.8142169878215,1337.03874736028,1394.1738190328745,948.9190368700206,1040.7882188564934,1779.8789664589638,1961.0036702397422,1908.9937183191687,1963.5844835068244,1999.9572498802822,1841.5344313747723,1831.1250093037502,1872.882451967781,1936.4552543200225,1927.0068506256732,1767.1418484830128,1847.8144072011266,1891.0269887832922,1947.6162506088208,1904.658388778035,1881.5890324033846,1848.3685124330032,1814.2276787652077,1831.7954514631883,1947.8401986703764,1894.62948134656,1877.2251484378423,1954.8677559263506,1908.9389557005584,1941.636535196785,1839.9358075814353,1906.407056636979,1581.7907121279457,1430.218930893818,1389.2876708674448,1266.8304181088631,1228.8381679762088,1418.4774595755491,1276.8856590701864,1531.1310676230273,1491.100867010174,1174.0901314702116,1249.961831405931,1336.2187156093576,1593.80119192006,2006.439480778144,1986.133628896422,2207.9173652548434,1929.1315633318632,2111.1724484660654,2120.3093337654664,2300.4486076332923,2021.9154581099965,1987.9857726074592,2066.2564092376915,1862.0516534043106,2311.109115341303,1905.1246269672097,2268.3565474652,1779.0726657564749,1746.4988153324664,2047.2814796812843,2292.8658494380575,1858.7771322106662,2348.3932887584915,1731.7887477883073,1392.976353613698,1393.3913197586219,1339.567161129994,1535.6418672183295,1658.1014296129122,1695.336579639352,1501.239109659429,1437.1389045453789,1590.4514869761208,1603.151878141381,1508.9993537545884,1454.9392514534509,1500.850355770468,1481.8429876629714,1710.6273888036733,1552.4663650094162,1502.7167383083058,1540.335680855401,1443.5795429152472,1661.7351609184823,1468.9048261746123,1607.860425187272,1484.721403378364,1686.1978450633924,1485.355087454669,1644.4614880031004,1896.90518475175,1897.1539249922223,1772.5057309935314,1804.3081633695883,1920.2333228762986,1906.5761956760566,1963.6502011054226,1932.691184221639,1937.68179046038,1841.3424063944392,1792.5119763211485,1892.590164933334,1840.374089444046,1850.0658266554565,1870.6559779314164,2021.4908224121805,1807.919144447144,1680.959352974035,1830.2245664701447,1978.4110973608506,1819.701035180581,1733.3818463654436,1869.9371213443953,1796.0030089687655,1928.4384335858338,1823.1561593088672,1790.4812312015245,1833.3413975409478,1881.7139426318201,1889.4167644319077,1780.4004850484669,1885.5143897108585,1912.412387961927,1923.797482159881,1758.4202534191616,1062.4628199301367,1039.60913545102,909.3992772971893,944.9492159961577,1041.64523411361,997.5898954562598,958.1304104148156,1034.9493371770386,1188.9224165661271,1290.5922825325945,1311.6314672506774,1082.4372688066533,919.1938401266715,1324.230136265355,1405.6321118170486,1195.3945913898688,1231.9404521152098,1237.286710030835,1137.062586041555,1365.6391924556535,1175.6146629907616,1234.3896256095559,1309.4751542003003,1366.552445681912,1369.7490228201648,995.2066077057369,1163.262618273817,1022.0197422473843,921.59765280884,804.7756101817231,1106.7741385242775,926.3270307941639,1165.1745231045818,1067.1276599676985,1177.6022187246278,837.0627270994236,1112.129718421148,1089.1190997206593,1059.7490651115993,1029.2662411994093,931.1918974242407,1057.8533360630008,1101.314530633915,1276.7514127953655,1739.360940307066,1143.9669485718996,1270.9678451608054,1319.0220673784158,1607.4966601316592,1547.913496224324,1332.8824822383633,1730.4564493686755,1234.5619775577215,996.1590465146435,1480.932658730509,1889.712525064832,1223.0064322367853,1030.4401017667658,1571.1921645569657,1615.329811880946,1627.1877179408448,1526.3326235560291,1686.76106105681,1695.3182342139216,1657.9811912005325,1576.4664451359374,1714.11689903003,1522.0995279762756,1576.8729455955997,1594.0016915118713,1459.1436124979425,554.2304520186372,524.2277246826031,377.57748303577796,392.7442421054847,457.6549314112716,578.5872113710689,306.02812166597545,738.230529750482,239.07651498714011,2382.905950893643,2693.3404824381496,2542.3557831862418,2539.019749742478,2455.347034116762,2747.9491820660155,2500.245189323603,2603.949963621489,2501.8690502940294,2739.482542805418,2650.5362117463833,2645.0300688126486,2694.86642785548,2623.4565243460206,2587.5800838816144,2455.2210434013746,2527.073706644771,1223.6935027771508,1086.5952717752273,1166.613983226891,1484.1127798420002,1656.1871720057263,1026.9194635919685,1278.097781078819,1289.19924141643,1242.0052622671146,1235.6887785191032,1338.7542809308156,1520.173243325183,3450.3254619354516,3471.4090051209314,3173.4494682837967,3148.4933212015426,3286.1770071423794,3558.003532917234,3444.8930127869776,3505.997991836815,3419.4290247531135,3259.768629521751,3514.9877169047063,3143.9434155442686,2059.595953586931,2944.7358959041653,1900.831395497085,3105.1110150403424,1987.6838281270798,1843.6141827870508,2459.2253928357954,2761.313375411095,1791.6647046580463,1713.9125868546269,2465.3385481547134,2520.3994889433325,2777.184874521586,1522.6711789986327,1310.2597060235416,1450.8737922790622,1576.3833836584806,637.5985519201136,699.4718977047589,770.9158855558385,900.6560815978978,560.5239569224732,817.4990843217793,428.429665623598,744.7527971125019,696.3497047886303,569.037908946072,775.4037329156877,689.2981240633833,914.1219110109106,705.6695275772335,2548.305453283702,2908.519873879051,2835.812756426016,2198.907364647025,3013.7239903103923,2450.796060910607,2582.167846653019,2667.4416427131505,2789.195976811818,2854.9547243927227,2932.383746027893,2592.7280459855047,2983.606701121598,2739.6144689052885,2393.081723099018,1297.9792467710265,1987.3240484786306,2143.7007741856532,2105.479198119174,667.1701643839737
